Periodo,Ranking,Barrio,Estrenar,Index,Usado
feb. 22,7,Chacarita,-,55.120,55.247
feb. 22,8,Agronomía,-,54.238,54.227
feb. 22,9,Coghlan,-,54.069,53.909
feb. 22,10,Villa Urquiza,63.088,53.421,52.838
feb. 22,11,Saavedra,-,52.829,52.289
feb. 22,12,Retiro,55.202,52.304,52.060
feb. 22,13,Villa Devoto,-,52.078,51.080
feb. 22,14,Villa Pueyrredon,-,51.705,51.519
feb. 22,15,Villa Crespo,66.390,51.498,50.907
feb. 22,16,Villa Ortuzar,-,51.354,50.783
feb. 22,17,Almagro,55.318,50.913,50.295
feb. 22,18,Villa Gral Mitre,-,50.236,47.678
ene. 22,1,Puerto Madero,93.443,98.752,101.570
ene. 22,2,Nuñez,64.561,55.884,55.238
ene. 22,3,Palermo,61.720,55.515,55.099
ene. 22,4,Colegiales,60.492,54.751,53.711
ene. 22,5,Chacarita,-,54.119,54.392
ene. 22,6,Belgrano,63.613,53.997,53.544
ene. 22,7,Coghlan,-,52.788,52.445
ene. 22,8,Recoleta,67.460,52.308,51.471
ene. 22,9,Saavedra,-,51.326,50.500
ene. 22,10,Villa Urquiza,60.517,51.312,50.697
ene. 22,11,Agronomía,-,50.717,50.563
ene. 22,12,Villa Devoto,-,49.969,49.277
ene. 22,13,Villa Ortuzar,-,49.577,49.665
ene. 22,14,Retiro,55.827,49.032,48.546
ene. 22,15,Caballito,58.297,48.642,48.295
ene. 22,16,Parque Chas,-,48.462,48.484
ene. 22,17,Almagro,55.254,48.427,47.429
ene. 22,18,Villa Pueyrredon,-,48.308,47.818
dic. 21,1,Puerto Madero,93.729,99.358,102.484
dic. 21,2,Palermo,59.932,53.315,52.798
dic. 21,3,Nuñez,59.646,53.266,52.408
dic. 21,4,Coghlan,-,52.419,52.127
dic. 21,5,Belgrano,62.323,52.127,51.535
dic. 21,6,Colegiales,57.346,50.694,50.047
dic. 21,7,Chacarita,-,50.488,50.829
dic. 21,8,Recoleta,62.161,49.509,48.965
dic. 21,9,Villa Urquiza,57.147,49.155,48.567
dic. 21,10,Saavedra,-,48.999,48.482
dic. 21,11,Agronomía,-,48.902,48.760
dic. 21,12,Villa Devoto,-,48.439,47.932
dic. 21,13,Villa Ortuzar,-,47.950,47.471
dic. 21,14,Parque Chas,-,47.885,47.305
dic. 21,15,Caballito,55.002,47.431,46.976
dic. 21,16,Retiro,55.859,47.229,46.684
dic. 21,17,Villa Crespo,58.425,46.574,46.146
dic. 21,18,Almagro,54.306,46.318,45.208
nov. 21,1,Puerto Madero,92.799,95.706,97.396
nov. 21,2,Nuñez,60.707,51.797,51.040
nov. 21,3,Palermo,59.529,51.782,51.111
nov. 21,4,Belgrano,59.922,50.601,49.996
nov. 21,5,Coghlan,-,49.450,48.934
nov. 21,6,Chacarita,-,47.848,47.727
nov. 21,7,Saavedra,-,47.708,47.472
nov. 21,8,Recoleta,58.582,47.660,47.259
nov. 21,9,Villa Ortuzar,-,47.520,47.139
nov. 21,10,Villa Devoto,-,47.322,46.722
nov. 21,11,Colegiales,54.041,47.199,46.752
nov. 21,12,Villa Urquiza,52.982,46.990,46.310
nov. 21,13,Parque Chas,-,46.382,45.814
nov. 21,14,Retiro,52.432,45.369,44.809
nov. 21,15,Villa Pueyrredon,-,45.338,44.848
nov. 21,16,Caballito,54.139,45.174,44.741
nov. 21,17,Almagro,52.160,44.727,43.735
nov. 21,18,Villa Crespo,56.775,44.619,44.103
oct. 21,1,Puerto Madero,92.350,90.759,89.783
oct. 21,2,Nuñez,58.711,51.011,50.572
oct. 21,3,Palermo,58.812,50.345,49.504
oct. 21,4,Belgrano,59.416,48.515,47.911
oct. 21,5,Villa Ortuzar,-,48.144,48.274
oct. 21,6,Coghlan,-,47.636,46.986
oct. 21,7,Saavedra,-,47.003,46.362
oct. 21,8,Chacarita,-,46.605,46.096
oct. 21,9,Parque Chas,-,46.061,44.848
oct. 21,10,Recoleta,58.251,46.057,45.617
oct. 21,11,Villa Devoto,-,46.011,45.232
oct. 21,12,Villa Urquiza,53.479,45.870,45.216
oct. 21,13,Colegiales,52.999,45.551,45.101
oct. 21,14,Retiro,50.412,43.540,42.861
oct. 21,15,Villa Crespo,52.225,43.375,42.525
oct. 21,16,Caballito,55.077,43.339,42.876
oct. 21,17,Almagro,50.299,43.304,42.595
oct. 21,18,Villa Pueyrredon,-,42.792,42.068
sep. 21,1,Puerto Madero,90.994,88.091,86.444
sep. 21,2,Nuñez,53.309,49.809,49.500
sep. 21,3,Palermo,58.007,49.126,48.059
sep. 21,4,Paternal,-,47.353,-
sep. 21,5,Villa Ortuzar,-,47.300,47.419
sep. 21,6,Coghlan,-,47.129,46.884
sep. 21,7,Belgrano,58.171,47.125,46.466
sep. 21,8,Villa Urquiza,53.475,45.284,44.746
sep. 21,9,Saavedra,-,44.968,44.284
sep. 21,10,Chacarita,49.082,44.676,43.946
sep. 21,11,Recoleta,57.080,44.621,44.126
sep. 21,12,Parque Chas,-,44.399,42.975
sep. 21,13,Colegiales,55.975,44.372,43.704
sep. 21,14,Villa Devoto,-,43.842,42.982
sep. 21,15,Retiro,51.263,42.759,41.967
sep. 21,16,Villa Crespo,50.366,42.058,41.185
sep. 21,17,Almagro,49.149,41.788,41.226
sep. 21,18,Caballito,53.896,41.741,41.250
ago. 21,1,Puerto Madero,87.686,85.943,85.116
ago. 21,2,Villa Ortuzar,-,48.115,47.750
ago. 21,3,Palermo,56.713,48.061,46.895
ago. 21,4,Nuñez,52.292,47.528,46.944
ago. 21,5,Coghlan,-,46.134,46.418
ago. 21,6,Belgrano,55.209,45.781,45.157
ago. 21,7,Parque Chas,-,44.719,42.349
ago. 21,8,Villa Urquiza,51.074,44.682,44.131
ago. 21,9,Saavedra,-,44.466,43.927
ago. 21,10,Colegiales,-,43.284,42.628
ago. 21,11,Recoleta,54.047,43.206,42.719
ago. 21,12,Chacarita,43.601,41.840,41.468
ago. 21,13,Villa Devoto,-,41.609,40.932
ago. 21,14,Retiro,49.359,41.597,40.890
ago. 21,15,Villa Pueyrredon,-,41.332,41.388
ago. 21,16,Villa Crespo,48.350,40.893,40.188
ago. 21,17,Villa Gral Mitre,-,40.556,40.721
ago. 21,18,Caballito,49.162,40.340,39.906
jul. 21,1,Puerto Madero,85.002,83.235,82.494
jul. 21,2,Villa Ortuzar,-,47.928,47.499
jul. 21,3,Palermo,56.754,47.047,45.855
jul. 21,4,Parque Chas,-,45.997,42.063
jul. 21,5,Nuñez,53.168,45.749,44.897
jul. 21,6,Belgrano,54.326,44.674,44.091
jul. 21,7,Saavedra,-,44.230,43.600
jul. 21,8,Coghlan,-,44.141,44.127
jul. 21,9,Villa Urquiza,48.850,43.843,43.327
jul. 21,10,Colegiales,-,42.758,42.176
jul. 21,11,Recoleta,50.528,41.780,41.324
jul. 21,12,Villa Pueyrredon,-,41.263,40.887
jul. 21,13,Villa Devoto,-,40.696,40.249
jul. 21,14,Villa del Parque,-,40.269,39.618
jul. 21,15,Villa Crespo,47.110,40.141,39.525
jul. 21,16,Chacarita,38.925,39.983,39.996
jul. 21,17,Retiro,46.735,39.952,39.362
jul. 21,18,Parque Patricios,-,39.800,37.342
jun. 21,1,Puerto Madero,81.546,79.206,78.287
jun. 21,2,Villa Ortuzar,-,46.507,46.699
jun. 21,3,Palermo,55.948,46.015,44.880
jun. 21,4,Parque Chas,-,45.142,41.621
jun. 21,5,Nuñez,53.951,44.869,44.316
jun. 21,6,Belgrano,54.918,44.039,43.316
jun. 21,7,Saavedra,44.849,43.085,42.907
jun. 21,8,Coghlan,-,42.746,41.952
jun. 21,9,Villa Urquiza,47.400,42.500,41.944
jun. 21,10,Recoleta,47.927,40.760,40.303
jun. 21,11,Colegiales,-,40.716,39.976
jun. 21,12,Villa Crespo,47.258,39.880,39.334
jun. 21,13,Villa Pueyrredon,-,39.844,39.311
jun. 21,14,Chacarita,38.006,39.339,39.486
jun. 21,15,Parque Patricios,-,39.238,35.230
jun. 21,16,Villa Devoto,-,39.080,38.782
jun. 21,17,Retiro,45.948,38.878,38.312
jun. 21,18,Villa Gral Mitre,-,38.796,37.460
may. 21,1,Puerto Madero,79.568,75.235,73.570
may. 21,2,Palermo,53.878,44.559,43.381
may. 21,3,Nuñez,50.532,43.870,43.650
may. 21,4,Belgrano,51.473,42.529,41.829
may. 21,5,Saavedra,42.654,41.615,41.460
may. 21,6,Villa Ortuzar,-,41.413,41.735
may. 21,7,Villa Urquiza,45.078,40.821,40.414
may. 21,8,Parque Chas,-,40.697,39.269
may. 21,9,Coghlan,-,40.544,39.739
may. 21,10,Paternal,-,39.545,40.018
may. 21,11,Recoleta,44.334,39.195,38.823
may. 21,12,Chacarita,39.786,39.004,38.861
may. 21,13,Villa Crespo,44.135,38.093,37.467
may. 21,14,Colegiales,-,38.055,37.579
may. 21,15,Retiro,45.751,37.819,37.130
may. 21,16,Villa Pueyrredon,-,37.222,35.993
may. 21,17,Monte Castro,-,36.995,36.065
may. 21,18,Villa Devoto,-,36.960,36.700
abr. 21,1,Puerto Madero,78.875,73.814,71.792
abr. 21,2,Nuñez,44.456,43.402,43.344
abr. 21,3,Palermo,51.961,43.164,41.990
abr. 21,4,Belgrano,45.730,41.013,40.577
abr. 21,5,Saavedra,42.481,39.740,39.064
abr. 21,6,Villa Urquiza,45.313,39.558,39.294
abr. 21,7,Coghlan,-,38.381,38.070
abr. 21,8,Recoleta,41.680,37.626,37.373
abr. 21,9,Paternal,-,37.611,37.611
abr. 21,10,Chacarita,39.523,37.493,37.136
abr. 21,11,Colegiales,-,37.230,37.171
abr. 21,12,Retiro,45.784,36.889,35.980
abr. 21,13,Villa Devoto,-,36.176,35.952
abr. 21,14,Parque Chas,-,35.955,35.955
abr. 21,15,Villa Crespo,40.341,35.758,35.060
abr. 21,16,Villa Ortuzar,-,35.571,35.643
abr. 21,17,Parque Chacabuco,36.027,35.069,34.751
abr. 21,18,Villa Pueyrredon,-,34.944,33.330
mar. 21,1,Puerto Madero,76.145,71.135,69.085
mar. 21,2,Palermo,49.092,41.067,40.140
mar. 21,3,Nuñez,41.624,41.032,40.926
mar. 21,4,Belgrano,44.626,38.761,38.315
mar. 21,5,Saavedra,40.192,37.801,37.136
mar. 21,6,Villa Urquiza,41.601,37.562,37.386
mar. 21,7,Chacarita,-,36.784,36.540
mar. 21,8,Colegiales,-,36.644,36.510
mar. 21,9,Coghlan,-,36.472,36.987
mar. 21,10,Parque Chas,-,36.420,35.979
mar. 21,11,Recoleta,38.936,36.123,35.950
mar. 21,12,Retiro,43.564,35.578,34.691
mar. 21,13,Villa Devoto,-,35.007,34.861
mar. 21,14,Villa Crespo,39.144,34.574,33.863
mar. 21,15,Villa Ortuzar,-,34.379,34.516
mar. 21,16,Parque Chacabuco,37.221,34.171,33.066
mar. 21,17,Villa Pueyrredon,-,33.804,33.366
mar. 21,18,Almagro,37.979,33.777,33.509
feb. 21,1,Puerto Madero,72.659,67.062,64.921
feb. 21,2,Villa Real,40.878,38.821,32.926
feb. 21,3,Palermo,45.352,38.627,37.860
feb. 21,4,Nuñez,41.944,38.404,37.800
feb. 21,5,Belgrano,46.674,36.235,35.674
feb. 21,6,Chacarita,37.086,35.687,35.446
feb. 21,7,Saavedra,37.490,35.644,35.068
feb. 21,8,Villa Urquiza,38.054,35.074,34.899
feb. 21,9,Colegiales,43.547,34.958,34.651
feb. 21,10,Recoleta,35.842,34.350,34.241
feb. 21,11,Parque Chas,36.603,33.929,33.257
feb. 21,12,Retiro,41.308,33.690,32.755
feb. 21,13,Coghlan,30.815,33.357,34.203
feb. 21,14,Villa Devoto,38.194,32.946,32.766
feb. 21,15,Villa Crespo,36.766,32.755,32.109
feb. 21,16,Villa Ortuzar,-,32.530,32.621
feb. 21,17,Almagro,35.517,32.483,32.288
feb. 21,18,Nueva Pompeya,-,32.361,32.377
ene. 21,1,Puerto Madero,69.050,65.252,63.850
ene. 21,2,Palermo,42.624,37.027,36.312
ene. 21,3,Nuñez,42.209,36.706,36.015
ene. 21,4,Belgrano,46.768,34.969,34.388
ene. 21,5,Saavedra,36.602,34.340,33.583
ene. 21,6,Chacarita,32.939,34.042,34.228
ene. 21,7,Villa Urquiza,44.595,33.560,32.830
ene. 21,8,Villa Real,32.674,33.513,32.101
ene. 21,9,Colegiales,38.035,33.086,32.841
ene. 21,10,Recoleta,34.940,32.917,32.744
ene. 21,11,Coghlan,32.052,32.737,33.020
ene. 21,12,Retiro,39.959,31.985,31.088
ene. 21,13,Parque Chacabuco,34.379,31.839,31.207
ene. 21,14,Nueva Pompeya,-,31.636,31.636
ene. 21,15,Villa Pueyrredon,-,31.474,31.598
ene. 21,16,Villa Ortuzar,-,31.316,31.476
ene. 21,17,Almagro,34.398,31.218,30.944
ene. 21,18,Caballito,36.819,31.082,30.694
dic. 20,1,Puerto Madero,65.852,64.584,64.108
dic. 20,2,Palermo,42.206,35.824,35.133
dic. 20,3,Nuñez,38.148,34.644,34.378
dic. 20,4,Belgrano,43.312,34.244,33.646
dic. 20,5,Saavedra,36.449,34.120,33.250
dic. 20,6,Chacarita,30.689,33.533,34.093
dic. 20,7,Villa Urquiza,45.475,32.567,31.444
dic. 20,8,Coghlan,32.324,32.254,32.198
dic. 20,9,Colegiales,38.495,32.032,31.811
dic. 20,10,Recoleta,34.739,31.694,31.444
dic. 20,11,Villa Ortuzar,28.183,31.686,32.074
dic. 20,12,Parque Chacabuco,34.294,31.664,30.784
dic. 20,13,Parque Chas,32.746,31.359,31.053
dic. 20,14,Villa Pueyrredon,27.809,31.304,31.531
dic. 20,15,Villa Real,32.733,31.076,29.309
dic. 20,16,Agronomía,-,30.922,30.922
dic. 20,17,Retiro,39.024,30.667,29.896
dic. 20,18,Caballito,35.348,30.160,29.761
nov. 20,1,Puerto Madero,63.841,62.213,61.926
nov. 20,2,Palermo,41.380,35.132,34.550
nov. 20,3,Nuñez,36.760,33.809,33.692
nov. 20,4,Belgrano,42.315,33.619,33.000
nov. 20,5,Saavedra,35.018,33.232,32.757
nov. 20,6,Chacarita,31.635,33.026,33.371
nov. 20,7,Villa Urquiza,43.943,31.820,30.497
nov. 20,8,Parque Chas,33.679,31.237,30.722
nov. 20,9,Parque Chacabuco,35.776,31.213,29.517
nov. 20,10,Coghlan,31.423,31.032,31.026
nov. 20,11,Colegiales,36.793,31.006,30.710
nov. 20,12,Recoleta,34.169,30.709,30.430
nov. 20,13,Villa Ortuzar,28.600,30.597,31.060
nov. 20,14,Agronomía,-,30.553,30.553
nov. 20,15,San Telmo,41.893,30.289,29.605
nov. 20,16,Paternal,-,30.278,30.673
nov. 20,17,Nueva Pompeya,30.455,29.981,29.837
nov. 20,18,Retiro,37.110,29.687,29.034
oct. 20,1,Puerto Madero,61.134,59.125,58.948
oct. 20,2,Palermo,40.434,34.946,34.442
oct. 20,3,Nuñez,40.141,33.994,33.621
oct. 20,4,Belgrano,42.885,32.123,31.461
oct. 20,5,Chacarita,32.888,31.974,31.623
oct. 20,6,Saavedra,30.594,31.055,31.115
oct. 20,7,Villa Urquiza,43.898,31.006,29.823
oct. 20,8,Coghlan,30.768,30.474,30.496
oct. 20,9,Recoleta,33.053,29.968,29.731
oct. 20,10,Villa Ortuzar,28.680,29.916,30.260
oct. 20,11,Parque Chacabuco,35.364,29.648,27.561
oct. 20,12,Colegiales,32.501,29.298,29.014
oct. 20,13,Retiro,34.669,29.283,28.867
oct. 20,14,San Telmo,37.308,29.215,28.727
oct. 20,15,Paternal,27.027,29.062,29.608
oct. 20,16,Parque Chas,33.796,28.772,28.321
oct. 20,17,Caballito,35.490,28.403,27.754
oct. 20,18,Almagro,33.587,28.269,28.081
sep. 20,1,Puerto Madero,60.153,57.032,56.847
sep. 20,2,Palermo,39.962,34.166,33.571
sep. 20,3,Nuñez,37.813,32.981,32.528
sep. 20,4,Belgrano,41.643,30.142,29.514
sep. 20,5,Villa Urquiza,42.692,29.926,28.942
sep. 20,6,Chacarita,32.563,29.575,28.768
sep. 20,7,Coghlan,29.423,29.375,29.342
sep. 20,8,Villa Ortuzar,26.256,29.316,29.900
sep. 20,9,Recoleta,31.776,29.263,29.090
sep. 20,10,Monte Castro,29.740,29.000,27.825
sep. 20,11,Retiro,34.871,28.894,28.413
sep. 20,12,Saavedra,27.922,28.466,28.551
sep. 20,13,Agronomía,-,28.231,28.587
sep. 20,14,San Telmo,31.813,28.077,27.770
sep. 20,15,Colegiales,30.945,27.912,27.590
sep. 20,16,Almagro,32.734,27.508,27.296
sep. 20,17,Paternal,27.867,27.252,26.640
sep. 20,18,Caballito,35.390,27.137,26.527
ago. 20,1,Puerto Madero,60.934,55.173,54.924
ago. 20,2,Palermo,37.503,32.312,31.769
ago. 20,3,Nuñez,33.707,30.516,29.983
ago. 20,4,Recoleta,31.418,28.275,28.052
ago. 20,5,Belgrano,37.843,28.169,27.623
ago. 20,6,Villa Urquiza,36.609,28.059,27.318
ago. 20,7,Retiro,34.079,27.595,27.135
ago. 20,8,Coghlan,25.868,27.501,27.597
ago. 20,9,Monte Castro,30.855,27.466,24.856
ago. 20,10,Chacarita,30.153,27.336,26.775
ago. 20,11,Colegiales,31.136,27.152,26.738
ago. 20,12,Villa Ortuzar,24.844,26.997,27.452
ago. 20,13,San Telmo,29.031,26.756,26.533
ago. 20,14,Agronomía,-,26.576,26.921
ago. 20,15,Saavedra,27.874,26.200,26.001
ago. 20,16,Almagro,29.753,25.975,25.679
ago. 20,17,Villa Crespo,27.817,25.825,25.477
ago. 20,18,Paternal,28.706,25.650,23.670
jul. 20,1,Puerto Madero,53.196,52.612,52.624
jul. 20,2,Palermo,35.645,30.182,29.687
jul. 20,3,Nuñez,31.399,28.046,27.483
jul. 20,4,Recoleta,32.173,26.881,26.558
jul. 20,5,Retiro,33.632,25.948,25.563
jul. 20,6,Belgrano,34.066,25.925,25.507
jul. 20,7,Parque Chacabuco,28.433,25.619,22.096
jul. 20,8,Colegiales,27.501,25.616,25.436
jul. 20,9,Chacarita,26.347,25.527,25.446
jul. 20,10,Villa Urquiza,28.737,25.356,24.945
jul. 20,11,San Telmo,28.594,25.142,24.728
jul. 20,12,Coghlan,23.014,24.997,25.193
jul. 20,13,Villa Ortuzar,25.719,24.808,24.646
jul. 20,14,Saavedra,25.180,24.730,24.764
jul. 20,15,Villa Crespo,27.900,24.670,24.353
jul. 20,16,Almagro,26.923,23.645,23.342
jul. 20,17,Caballito,31.011,23.377,22.819
jul. 20,18,Paternal,24.488,23.132,22.042
jun. 20,1,Puerto Madero,48.781,49.757,49.791
jun. 20,2,Palermo,36.468,28.590,27.928
jun. 20,3,Nuñez,28.966,25.997,25.420
jun. 20,4,Recoleta,33.346,25.726,25.361
jun. 20,5,Retiro,32.983,24.671,24.306
jun. 20,6,Belgrano,33.271,24.356,23.978
jun. 20,7,Parque Chacabuco,28.882,24.328,19.415
jun. 20,8,Chacarita,23.867,23.938,23.965
jun. 20,9,San Telmo,29.431,23.905,23.287
jun. 20,10,Saavedra,24.550,23.747,23.441
jun. 20,11,Colegiales,26.331,23.714,23.407
jun. 20,12,Villa Urquiza,29.193,23.579,22.958
jun. 20,13,Villa Ortuzar,25.214,23.462,23.126
jun. 20,14,Villa Crespo,27.724,23.324,22.956
jun. 20,15,Coghlan,24.780,23.099,22.274
jun. 20,16,Almagro,24.406,22.043,21.873
jun. 20,17,Parque Chas,20.465,21.995,22.089
jun. 20,18,Paternal,19.820,21.550,22.042
may. 20,1,Puerto Madero,50.857,46.360,46.134
may. 20,2,Palermo,36.078,27.526,26.900
may. 20,3,Nuñez,28.452,25.031,24.254
may. 20,4,Recoleta,31.253,24.587,24.283
may. 20,5,Belgrano,31.723,23.787,23.339
may. 20,6,Coghlan,25.414,23.350,22.262
may. 20,7,Retiro,30.042,23.178,22.989
may. 20,8,Chacarita,23.984,22.961,22.486
may. 20,9,San Telmo,29.906,22.926,22.289
may. 20,10,Villa Urquiza,29.777,22.787,22.080
may. 20,11,Villa Crespo,24.682,22.577,22.365
may. 20,12,Villa Ortuzar,24.929,22.544,21.665
may. 20,13,Saavedra,25.323,22.511,21.545
may. 20,14,Colegiales,27.004,22.465,22.030
may. 20,15,Parque Chas,20.261,22.145,22.433
may. 20,16,Parque Chacabuco,26.766,22.070,18.361
may. 20,17,Almagro,23.409,21.645,21.562
may. 20,18,Paternal,19.369,20.751,21.188
abr. 20,1,Puerto Madero,49.934,43.728,43.446
abr. 20,2,Villa Riachuelo,-,31.031,31.031
abr. 20,3,Palermo,33.499,26.516,26.053
abr. 20,4,Nuñez,27.415,24.566,24.015
abr. 20,5,Recoleta,30.640,23.656,23.375
abr. 20,6,Belgrano,31.374,23.441,22.917
abr. 20,7,Coghlan,24.136,23.202,22.761
abr. 20,8,Retiro,33.512,22.456,22.131
abr. 20,9,Chacarita,23.491,22.380,21.957
abr. 20,10,Villa Crespo,22.456,22.210,22.167
abr. 20,11,Villa Urquiza,29.250,22.082,21.451
abr. 20,12,Colegiales,25.761,21.890,21.630
abr. 20,13,Saavedra,25.416,21.786,20.913
abr. 20,14,San Telmo,29.762,21.708,21.254
abr. 20,15,Almagro,23.490,21.291,21.216
abr. 20,16,Parque Chas,20.269,21.256,21.241
abr. 20,17,Villa Ortuzar,24.634,21.189,19.944
abr. 20,18,Agronomía,21.942,20.332,19.318
mar. 20,1,Puerto Madero,52.182,42.732,42.320
mar. 20,2,Palermo,31.253,25.767,25.330
mar. 20,3,Villa Riachuelo,-,25.062,25.062
mar. 20,4,Nuñez,26.344,24.075,23.757
mar. 20,5,Recoleta,33.536,23.248,22.968
mar. 20,6,Belgrano,31.544,23.047,22.535
mar. 20,7,Retiro,35.460,22.194,21.745
mar. 20,8,Chacarita,23.487,22.189,21.747
mar. 20,9,Villa Urquiza,28.584,21.645,21.028
mar. 20,10,Villa Crespo,22.529,21.605,21.434
mar. 20,11,Colegiales,27.944,21.541,21.178
mar. 20,12,Coghlan,24.105,21.475,21.081
mar. 20,13,Saavedra,24.334,21.048,20.548
mar. 20,14,Parque Chas,23.087,20.981,20.687
mar. 20,15,Almagro,20.555,20.509,20.496
mar. 20,16,San Telmo,28.558,20.321,19.961
mar. 20,17,Villa Ortuzar,24.686,20.232,19.487
mar. 20,18,Caballito,26.523,19.982,19.685
feb. 20,1,Puerto Madero,52.317,40.605,40.239
feb. 20,2,Palermo,29.384,24.896,24.510
feb. 20,3,Villa Riachuelo,-,23.848,-
feb. 20,4,Nuñez,25.774,22.850,22.507
feb. 20,5,Belgrano,29.572,22.433,22.003
feb. 20,6,Recoleta,32.244,22.313,22.128
feb. 20,7,Chacarita,23.702,21.800,20.903
feb. 20,8,Retiro,28.573,21.322,21.085
feb. 20,9,Villa Urquiza,26.354,20.986,20.544
feb. 20,10,Colegiales,28.303,20.788,20.410
feb. 20,11,Coghlan,23.270,20.713,20.465
feb. 20,12,Villa Crespo,23.230,20.641,20.297
feb. 20,13,Parque Chas,21.865,20.568,20.614
feb. 20,14,Villa Ortuzar,23.075,20.100,19.809
feb. 20,15,Saavedra,21.058,19.861,19.698
feb. 20,16,Almagro,19.126,19.856,19.859
feb. 20,17,Villa Devoto,22.598,19.611,19.331
feb. 20,18,San Telmo,25.142,19.463,19.179
ene. 20,1,Puerto Madero,46.545,37.514,37.294
ene. 20,2,Palermo,27.707,23.776,23.425
ene. 20,3,Belgrano,27.806,21.788,21.284
ene. 20,4,Nuñez,24.528,21.602,21.250
ene. 20,5,Recoleta,29.824,21.405,21.224
ene. 20,6,Chacarita,22.906,20.921,19.995
ene. 20,7,Retiro,23.034,20.635,20.547
ene. 20,8,Villa Urquiza,24.780,20.553,20.171
ene. 20,9,Coghlan,22.409,20.362,20.234
ene. 20,10,Colegiales,26.830,20.220,19.844
ene. 20,11,Parque Chas,19.271,19.876,20.129
ene. 20,12,Villa Ortuzar,21.641,19.804,19.552
ene. 20,13,Villa Crespo,23.570,19.718,19.323
ene. 20,14,Almagro,20.637,19.364,19.282
ene. 20,15,Saavedra,22.116,19.354,19.133
ene. 20,16,San Telmo,23.357,19.286,19.062
ene. 20,17,Villa Devoto,22.930,18.916,18.571
ene. 20,18,Villa Pueyrredon,18.378,18.856,18.913
dic. 19,1,Puerto Madero,40.936,35.939,35.698
dic. 19,2,Palermo,27.499,22.967,22.548
dic. 19,3,Nuñez,23.638,21.205,20.890
dic. 19,4,Belgrano,27.278,21.066,20.508
dic. 19,5,Recoleta,27.458,20.846,20.613
dic. 19,6,Chacarita,22.465,20.535,19.686
dic. 19,7,Villa Urquiza,24.443,20.205,19.751
dic. 19,8,Retiro,24.067,20.060,19.977
dic. 19,9,Colegiales,24.823,19.687,19.428
dic. 19,10,Coghlan,22.871,19.580,19.454
dic. 19,11,Villa Crespo,23.736,19.570,19.016
dic. 19,12,Villa Ortuzar,22.276,19.398,19.083
dic. 19,13,Parque Chas,17.838,19.350,19.464
dic. 19,14,Saavedra,22.596,19.086,18.759
dic. 19,15,San Telmo,24.124,18.881,18.482
dic. 19,16,Almagro,21.565,18.633,18.486
dic. 19,17,Villa Pueyrredon,18.818,18.298,18.217
dic. 19,18,Caballito,21.770,18.207,17.949
nov. 19,1,Puerto Madero,35.865,34.656,34.590
nov. 19,2,Palermo,26.762,22.290,21.898
nov. 19,3,Chacarita,22.213,20.575,19.819
nov. 19,4,Nuñez,22.391,20.476,20.246
nov. 19,5,Belgrano,27.581,20.447,19.907
nov. 19,6,Recoleta,25.283,20.324,20.069
nov. 19,7,Villa Urquiza,25.295,20.151,19.337
nov. 19,8,Retiro,25.508,19.441,19.262
nov. 19,9,Villa Crespo,22.653,19.311,18.704
nov. 19,10,Colegiales,22.232,19.175,19.068
nov. 19,11,Parque Chas,16.414,19.102,19.302
nov. 19,12,Villa Ortuzar,21.307,19.047,18.853
nov. 19,13,Coghlan,20.951,19.009,18.929
nov. 19,14,Saavedra,19.847,18.993,18.786
nov. 19,15,San Telmo,25.111,18.929,18.341
nov. 19,16,Parque Chacabuco,23.121,18.099,17.127
nov. 19,17,Almagro,20.462,18.067,17.968
nov. 19,18,Villa Pueyrredon,17.717,17.839,17.846
oct. 19,1,Puerto Madero,33.366,32.910,32.891
oct. 19,2,Palermo,24.564,21.778,21.533
oct. 19,3,Belgrano,27.975,20.289,19.538
oct. 19,4,Chacarita,22.632,20.106,19.070
oct. 19,5,Recoleta,25.589,19.767,19.434
oct. 19,6,Nuñez,22.253,19.760,19.628
oct. 19,7,Villa Urquiza,23.455,19.452,18.729
oct. 19,8,San Telmo,23.873,19.122,18.618
oct. 19,9,Parque Chacabuco,24.499,18.950,16.981
oct. 19,10,Saavedra,18.776,18.904,18.874
oct. 19,11,Retiro,24.147,18.811,18.611
oct. 19,12,Parque Chas,18.128,18.787,18.858
oct. 19,13,Colegiales,19.546,18.742,18.704
oct. 19,14,Coghlan,19.271,18.706,18.597
oct. 19,15,Villa Crespo,21.984,18.689,18.200
oct. 19,16,Villa Ortuzar,19.913,18.393,18.194
oct. 19,17,Almagro,18.560,17.833,17.808
oct. 19,18,Paternal,22.470,17.782,17.254
sep. 19,1,Puerto Madero,32.830,31.259,31.169
sep. 19,2,Palermo,24.627,21.427,21.164
sep. 19,3,Belgrano,26.450,19.739,18.971
sep. 19,4,Chacarita,22.528,19.545,18.370
sep. 19,5,Nuñez,22.170,19.194,19.007
sep. 19,6,Recoleta,25.836,19.069,18.750
sep. 19,7,Coghlan,19.303,18.697,18.580
sep. 19,8,San Telmo,23.338,18.545,17.962
sep. 19,9,Saavedra,17.961,18.404,18.538
sep. 19,10,Colegiales,20.357,18.306,18.263
sep. 19,11,Villa Crespo,22.838,18.284,17.783
sep. 19,12,Villa Urquiza,19.708,18.254,18.104
sep. 19,13,Retiro,24.945,18.205,17.987
sep. 19,14,Parque Chas,17.385,18.134,18.214
